Restaurant Id,Restaurant Name,Country,City,User Rating Votes,User Aggregate Rating,Cuisines
18610904,The Fatty Bao,India,Kolkata,884,4.6,"Japanese, Sushi, Asian"
18711365,The Saffron Tree,India,Kolkata,1274,4.8,"Mughlai, Continental, Biryani"
18392725,Tamasha,India,Mumbai,4553,4.6,"Finger Food, Continental"
18701052,The Fusion Kitchen,India,Mumbai,2723,4.7,"Chinese, Continental, European, North Indian, Italian, Mexican, Pizza"
18548172,Hitchki,India,Mumbai,3418,4.8,"Modern Indian, North Indian, Chinese, Momos, Biryani, Continental, American, Fast Food"
18591040,Hitchki,India,Mumbai,3524,4.9,"Modern Indian, North Indian, Chinese, Momos, Biryani, Continental, American, Fast Food"
19008239,HAS South Bombay,India,Mumbai,475,4.2,South Indian
18392711,Lord Of The Drinks,India,Mumbai,2604,4.6,"Finger Food, Continental, European, Chinese, North Indian, Italian"
18616378,Lord of the Drinks,India,Mumbai,2362,4.8,"Finger Food, Continental, European, Chinese, North Indian, Italian"
18669432,HITCHKI,India,Thane,1899,4.8,"Modern Indian, North Indian, Chinese, Momos, American, Biryani, Continental, Fast Food"
18566818,JLWA,India,Mumbai,3101,4.7,"Modern Indian, European, Pizza"
48851,Rude Lounge,India,Mumbai,5003,4.4,"North Indian, Italian, Chinese, Continental, BBQ"
18205932,The Cult - Peninsula Grand Hotel,India,Mumbai,3142,4.5,"Continental, North Indian, Chinese"
18732598,Timess Square,India,Mumbai,2113,4.4,"Continental, Mexican, North Indian"
18580259,Coffee Culture,India,Mumbai,6023,4.2,"Cafe, Italian, Pizza, Continental, Beverages"
34757,Joey's Pizza,India,Mumbai,7344,4.6,Pizza
18522518,Vikhroli Social,India,Mumbai,1934,4.3,"American, North Indian, Chinese, Asian, Beverages, Continental, Biryani"
18917650,Warehouse Kitchenbar,India,Mumbai,666,4.5,"North Indian, Asian, Burmese, Chinese, Continental, Desserts"
35217,Joey's Pizza,India,Mumbai,8669,4.5,Pizza
18397684,Craftbar,India,Mumbai,1347,4.8,"Continental, Mediterranean, Modern Indian, Mexican"
36403,Prithvi Cafe,India,Mumbai,7995,4.4,"Cafe, Fast Food"
18691230,Grandmama's Café,India,Mumbai,1108,4.3,"Cafe, American, Italian, Parsi, Desserts"
58882,Byg Brewski Brewing Company,India,Bangalore,17394,4.9,"Continental, North Indian, Italian, South Indian, Finger Food"
18706428,Byg Brewski Brewing Company,India,Bangalore,5692,4.8,"Finger Food, Asian, Pizza, Italian, North Indian, Desserts"
18871246,ShakesBierre,India,Bangalore,572,4.5,"Asian, Continental, European, North Indian"
18772094,Bombay Adda,India,Bangalore,3023,4.3,Modern Indian
18578798,TBC Sky Lounge,India,Bangalore,7673,4.7,"Continental, Asian, Italian, North Indian"
18945224,Secret Of Bangalore,India,Bangalore,866,4.3,"North Indian, South Indian, Continental, Asian, Desserts"
18254597,Brew and Barbeque - A Microbrewery Pub,India,Bangalore,6330,4.6,"Continental, North Indian, BBQ, Steak"
18387426,The Black Pearl,India,Bangalore,7769,4.7,"North Indian, European, Mediterranean, BBQ"
57833,Big Pitcher,India,Bangalore,9664,4.6,"American, Continental, North Indian, Mediterranean"
54162,The Black Pearl,India,Bangalore,10892,4.8,"North Indian, European, Mediterranean"
18853706,Brahma Brews,India,Bangalore,610,4.3,"Continental, South Indian, Finger Food, Pizza, Seafood"
18625420,Burma Burma,India,Bangalore,1788,4.7,"Asian, Burmese"
18595782,The Pallet,India,Bangalore,3013,4.6,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos"
18537585,The Reservoire,India,Bangalore,2724,4.6,"Continental, North Indian, Chinese, American"
56618,AB's - Absolute Barbecues,India,Bangalore,12443,4.9,"European, Mediterranean, North Indian, BBQ"
51040,Truffles,India,Bangalore,14984,4.7,"Cafe, American, Burger, Steak"
18874059,The Pump House,India,Bangalore,1057,4.3,"Continental, Finger Food"
18709627,Simon Says Brew Works,India,Bangalore,2362,4.6,"Continental, American, Italian, Modern Indian, Pizza, Burger"
18727906,XOOX Brewmill,India,Bangalore,1782,4.5,"Modern Indian, European, Asian"
18642512,Stories,India,Bangalore,2636,4.6,"Continental, North Indian, Chinese"
18893197,FC Road Social,India,Pune,606,4.0,"Continental, American, Asian, North Indian, South Indian, European, Chinese, Fast Food"
18880433,BeHive,India,Pune,347,4.3,"North Indian, Chinese, Continental"
18715982,Flechazo,India,Pune,2927,4.7,"Asian, Mediterranean, North Indian"
18562250,Cafe Co2 Resto Lounge,India,Pune,1406,4.2,"North Indian, Chinese, Continental, Kebab, Seafood"
6508166,Flying Duck Co.,India,Pune,1266,4.5,"Asian, European"
18586395,Onesta,India,Pune,2770,4.8,"Pizza, Italian, Fast Food, Beverages, Desserts"
18732937,Darshan,India,Pune,1657,4.6,"Italian, Continental, Chinese, Mexican, Fast Food, Street Food, Desserts"
18784250,Universal Barbeque,India,Pune,1686,4.5,"BBQ, Chinese, North Indian, Beverages"
18740139,Grandmama's Cafe,India,Pune,1286,4.1,"Continental, Beverages, Desserts, Fast Food"
18545152,AB's - Absolute Barbecues,India,Pune,5225,4.8,"Continental, North Indian, Chinese"
18417624,The Sassy Spoon,India,Pune,1627,4.6,"European, Asian, Italian, Finger Food, Salad, Fast Food"
18383095,Teddy Boy,India,Pune,4547,4.2,"North Indian, Continental"
18621437,The FML Lounge,India,Pune,2059,4.1,"North Indian, Chinese, Continental, Finger Food"
18890430,The Barkhana,India,Pune,330,4.4,"North Indian, Continental"
18617201,Onesta,India,Pune,2168,4.7,"Pizza, Italian, Fast Food, Beverages, Desserts"
18650304,Tatva,India,Pune,2340,4.4,"North Indian, Chinese, Continental"
18657534,Viman Nagar Social,India,Pune,2352,4.5,"Continental, American, Asian, North Indian, South Indian, Chinese, European, Fast Food"
18536004,Culture - पुणे,India,Pune,2912,4.2,"Continental, North Indian, Italian, Mediterranean, European, Finger Food, Desserts"
6508323,The Urban Foundry,India,Pune,3369,4.6,"Asian, Indian"
18678581,Hippie@Heart,India,Pune,631,4.5,"Continental, Italian, North Indian, Finger Food, European"
90896,Bawarchi,India,Hyderabad,41333,4.5,"Biryani, Hyderabadi, North Indian, Seafood"
18550292,Flechazo,India,Hyderabad,7577,4.7,"Asian, Mediterranean, North Indian, Momos"
18312984,Sahib’s Barbeque by Ohri’s,India,Hyderabad,5346,4.7,"Hyderabadi, Awadhi, BBQ"
18538735,Over The Moon Brew Company,India,Hyderabad,2055,4.7,"Asian, Continental, North Indian, Chinese, Mediterranean"
18470497,84 Anjuna Shack,India,Hyderabad,1779,4.1,"Cafe, Italian, French, Goan, Continental"
18207447,Shah Ghouse Hotel & Restaurant,India,Hyderabad,11836,4.2,"Biryani, North Indian, Chinese"
18544039,The Roastery Coffee House,India,Hyderabad,3258,4.8,"American, Cafe, Continental"
90499,Coffee Cup,India,Secunderabad,3766,4.6,"Cafe, Continental, Salad"
18582430,Lucky Restaurant,India,Hyderabad,10298,4.2,"Biryani, North Indian, Chinese"
18514668,Captain Cook,India,Hyderabad,9076,3.9,"Biryani, North Indian, Chinese"
18715296,Bakasura Restaurant,India,Secunderabad,651,4.0,"Andhra, South Indian, Chinese"
18673497,Onesta,India,Hyderabad,2143,4.4,"Pizza, Italian, Fast Food, Beverages, Desserts"
95831,Green Bawarchi,India,Hyderabad,6293,3.7,"North Indian, Chinese, Biryani"
18138652,Paradise,India,Hyderabad,5781,4.5,"Biryani, North Indian, Chinese"
90903,Shah Ghouse Cafe & Restaurant,India,Hyderabad,7309,4.3,"Biryani, North Indian, Chinese"
18807262,Broadway,India,Hyderabad,827,4.6,"Continental, North Indian, Chinese"
18774025,eat.fit,India,Hyderabad,621,4.4,"Healthy Food, North Indian, Continental, South Indian"
18965675,Chubby Cho,India,Hyderabad,156,4.4,"Chinese, Asian, Sushi, Japanese"
18607685,Farzi Cafe,India,Hyderabad,2046,4.7,Modern Indian
94402,4M Biryani House,India,Hyderabad,4250,4.3,"Biryani, North Indian"
18938720,Coal Barbecues,India,Chennai,1517,4.9,"North Indian, Mediterranean, Asian, Arabian, BBQ"
18800810,The Black Pearl,India,Chennai,1435,4.6,"North Indian, European, Mediterranean, Continental, BBQ"
18595414,Coal Barbecues,India,Chennai,5776,4.9,"North Indian, Mediterranean, Asian, Arabian, BBQ"
18513783,Onesta,India,Chennai,4578,4.7,"Pizza, Italian, Fast Food, Beverages, Desserts"
70856,AB's - Absolute Barbecues,India,Chennai,9774,4.9,"BBQ, North Indian, European, Mediterranean"
18423043,Dhaba Estd 1986 Delhi,India,Chennai,1283,4.6,"North Indian, Desserts, Beverages"
67407,Copper Kitchen,India,Chennai,3925,4.6,"Seafood, North Indian, Chinese, Mughlai, Biryani"
73279,Paradise,India,Chennai,4642,4.4,"Biryani, North Indian, Chinese"
71443,Palmshore,India,Chennai,3198,4.5,"Seafood, Biryani, Kebab, North Indian, Chinese, Arabian, BBQ, Juices"
18588039,Fromage,India,Chennai,827,4.5,"Cafe, Italian, French, European"
72497,Palmshore,India,Chennai,2742,4.6,"Seafood, Biryani, Kebab, North Indian, Chinese, Arabian, BBQ, Juices"
70496,Sukkubhai Biriyani,India,Chennai,2113,4.4,Biryani
18665421,Blind Ch3mistry,India,Chennai,1365,4.5,"Cafe, Fast Food, Beverages"
18666824,AB's - Absolute Barbecues,India,Chennai,2208,4.9,"BBQ, North Indian, European, Mediterranean"
71405,Barbeque Nation,India,Chennai,2132,4.8,"North Indian, Continental, Kebab, BBQ"
18555163,Amelie's,India,Chennai,1217,4.4,"Cafe, Continental, Italian"
71799,Cleo's Grill & Cafe,India,Chennai,2413,4.5,"Chinese, Continental, Steak, North Indian"
18437170,Nasi And Mee,India,Chennai,1336,4.6,"Singaporean, Malaysian, Chinese, Asian, Thai, Momos"
18619095,Palmshore,India,Chennai,1528,4.5,"Seafood, Biryani, Kebab, North Indian, Chinese, Arabian, BBQ, Juices"
18540650,Guntur Gongura,India,Chennai,2086,3.7,"North Indian, Chinese, South Indian, Biryani"
800894,Mubeen's,India,Lucknow,1352,4.4,Mughlai
800468,Tunday Kababi,India,Lucknow,3753,4.8,"Mughlai, Lucknowi"
18801082,Farzi Café,India,Lucknow,298,4.6,Modern Indian
18970077,The Hazelnut Factory,India,Lucknow,203,4.4,"Bakery, Desserts, Cafe"
801170,Spice Caves,India,Lucknow,2401,4.6,"North Indian, Chinese, Mughlai"
18560184,The Terrace ,India,Lucknow,568,4.4,"North Indian, Continental"
18971277,Cafe Repertwahr,India,Lucknow,131,4.1,"North Indian, Chinese, Continental, Italian, Seafood, Salad"
800179,Mahalaxmi Sweets,India,Lucknow,1062,4.3,"Mithai, North Indian, Chinese"
18980427,Bombay Remix,India,Lucknow,113,4.0,"North Indian, Chinese, Continental, Desserts"
800089,Barbeque Nation,India,Lucknow,2194,4.9,North Indian
800152,Idrish Hotel,India,Lucknow,2180,4.4,Mughlai
801960,Dosa Planet,India,Lucknow,875,4.3,"South Indian, North Indian"
18701292,Pirates of Grill,India,Lucknow,1746,4.9,"North Indian, Mughlai, Continental"
800483,Dastarkhwan,India,Lucknow,2127,4.7,Mughlai
801146,Madhurima Veg,India,Lucknow,627,4.3,"Chinese, Sandwich, Fast Food, North Indian, Italian, Desserts, South Indian"
18387297,The Manish Eating Point,India,Lucknow,835,4.0,"North Indian, Awadhi, Biryani"
800432,Rattilal's,India,Lucknow,630,4.0,"Mithai, Street Food, Juices"
800896,Sardar Ji Ke Mashoor Chhole Bhature - Punjabi Zaika,India,Lucknow,692,4.1,Street Food
800630,Royal Cafe,India,Lucknow,990,4.3,"North Indian, Chinese, Mughlai, Fast Food"
18439027,Skyhilton,India,Lucknow,750,4.1,"North Indian, Chinese, Continental"
95361,Ifthar,India,Kochi,770,4.1,Kerala
901159,Westleys Restocafe (Formerly Burgeria),India,Kochi,262,4.1,"Fast Food, Ice Cream"
95256,Kashi Art Cafe,India,Kochi,1256,4.5,"European, Cafe"
18398435,Bikash Babu Sweets,India,Kochi,231,4.5,"Mithai, Fast Food"
903046,Nasi And Mee,India,Kochi,235,4.8,"Malaysian, Thai, Singaporean, Asian, Chinese"
902109,Sheba Kuzhimandhi,India,Kochi,516,4.2,Arabian
900533,Paragon,India,Kochi,1475,4.5,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese"
95421,Dhe Puttu,India,Kochi,1162,4.3,Kerala
900668,KFC,India,Kochi,507,3.7,"Burger, Fast Food"
900524,Cafe 17,India,Kochi,900,4.6,"Cafe, Continental, Italian"
901622,The Grill Lab,India,Kochi,639,4.2,"Cafe, Continental, Pizza, Burger, Fast Food"
901665,Double Roti,India,Kochi,344,4.2,"Cafe, American, Burger, Fast Food"
95488,Cafe d' arabia,India,Kochi,541,4.1,"Arabian, Lebanese"
18153238,Hotel Harsh Dhaba,India,Kochi,622,4.1,"North Indian, South Indian, Fast Food"
900300,Real Arabia,India,Kochi,380,4.0,"Arabian, Chinese, North Indian"
901830,Mocha Art Cafe,India,Kochi,602,4.7,"Cafe, Continental, European, Italian, Seafood"
900561,Tonico Cafe,India,Kochi,935,4.3,Cafe
900551,Aavi,India,Kochi,213,3.8,Kerala
18153935,Galito's,India,Kochi,470,4.2,"African, Burger, Desserts, Beverages, Fast Food, Salad"
95333,Chiyang,India,Kochi,622,4.0,"Chinese, Continental"
100242,Shree Agarwal Caterers,India,Jaipur,1402,4.3,"Bakery, Cafe, Sandwich, Fast Food, Mithai, Mishti, Desserts"
18748726,The Night Jar,India,Jaipur,851,4.7,"North Indian, Continental, Chinese"
18641794,Shankar Samosa,India,Jaipur,727,4.3,Street Food
18903417,Chool,India,Jaipur,383,4.9,"Cafe, North Indian, South Indian, Fast Food"
18625823,Gulabi Nagari,India,Jaipur,1227,4.3,"North Indian, Chinese"
100756,Agarwal Sweets & Caterers,India,Jaipur,1216,4.2,"Mithai, North Indian, South Indian, Street Food, Chinese"
102439,Muhammadi Palace,India,Jaipur,2457,3.9,"North Indian, Mughlai"
100149,Kanha,India,Jaipur,1475,4.0,"North Indian, Street Food"
102695,Thali and More,India,Jaipur,1820,4.3,"North Indian, South Indian, Italian, Chinese"
100910,Rawat Mishthan Bhandar,India,Jaipur,2184,4.1,"Mithai, North Indian, South Indian, Chinese"
18733012,Fat Lulu's,India,Jaipur,669,4.3,"Continental, Pizza, Burger, American"
100611,M.M. Khan Hotel,India,Jaipur,1774,4.0,North Indian
18868487,Vegetrainian,India,Jaipur,366,4.5,"North Indian, Italian, Chinese"
18602340,Stepout Cafe,India,Jaipur,810,4.3,"Cafe, Italian, Lebanese, Mexican"
101736,Kanha,India,Jaipur,1266,4.1,"North Indian, Street Food"
100148,Kanha,India,Jaipur,1449,4.0,"North Indian, Street Food"
101212,Tapri Central,India,Jaipur,2862,4.9,"Cafe, Fast Food"
101777,Kanha,India,Jaipur,748,4.1,"North Indian, Street Food"
18467090,Manuhaar,India,Jaipur,837,4.0,"Mithai, Bakery, Fast Food"
18578663,Masala Ministry,India,Jaipur,945,4.5,"North Indian, Chinese, Fast Food"
18766005,The Esplendido Cafe,India,Ahmedabad,1001,4.4,"Cafe, American, Italian, Chinese, Beverages"
18882467,Makeba - The Lounge Cafe,India,Ahmedabad,368,4.2,"Cafe, Italian, Mexican, Healthy Food"
110208,Honest,India,Ahmedabad,823,3.9,"North Indian, South Indian, Fast Food, Chinese"
18385186,The Cafe Baraco,India,Ahmedabad,1528,4.3,"Cafe, Italian"
18396250,Huber & Holly,India,Ahmedabad,1413,4.8,"Cafe, Desserts"
18658177,Millhouse,India,Ahmedabad,773,4.2,"Continental, Italian"
18672107,Eleven 11 Restro Cafe,India,Ahmedabad,1079,4.3,"Cafe, Italian, North Indian"
18902811,Legends Of Punjab - By Pepperazi,India,Ahmedabad,218,4.1,"North Indian, Italian, BBQ, Mexican, Thai"
112466,Jay Nilkanth Food,India,Ahmedabad,1346,3.1,"North Indian, Chinese"
18663856,The Red Bistro,India,Ahmedabad,491,4.6,"Mexican, Italian, North Indian"
18766904,The Secret Kitchen,India,Ahmedabad,441,4.1,North Indian
18627705,I Love Sandwich House,India,Ahmedabad,1106,4.2,"Cafe, Sandwich"
18819827,Kadak Bhagat,India,Ahmedabad,444,4.6,"North Indian, Chinese, Fast Food"
18874418,Upri Manzil,India,Ahmedabad,297,4.1,"North Indian, Italian, Continental"
18578691,Bogarosa,India,Ahmedabad,1156,4.1,"Continental, North Indian"
110026,Barbeque Nation,India,Ahmedabad,2236,4.5,"Mughlai, North Indian, BBQ"
18545544,Mocha,India,Ahmedabad,970,4.4,"Cafe, Italian"
113234,Shree Annpurna,India,Ahmedabad,1795,4.1,"North Indian, Chinese"
111826,Yanki Sizzlers,India,Ahmedabad,3437,4.9,"Continental, Italian, Chinese"
18480250,Cafe De Italiano,India,Ahmedabad,770,4.3,Cafe
120687,Subway,India,Mohali,1438,4.3,"Healthy Food, Sandwich, Salad"
18848676,Beach N Brew,India,Chandigarh,420,4.5,"North Indian, Continental, Chinese"
121896,Bhena Da Dhaba,India,Mohali,1668,3.9,North Indian
121335,Pirates of Grill,India,Chandigarh,2033,4.4,North Indian
121316,Nando's,India,Chandigarh,902,4.9,"Portuguese, Wraps, Burger, Salad"
124170,Sector 7 Social,India,Chandigarh,2557,4.7,"Continental, American, Asian, North Indian, Momos, Beverages"
18634639,Pradhan Dhaba,India,Chandigarh,925,4.0,"North Indian, Chinese, Fast Food"
123013,Amrit Sweets,India,Mohali,1057,4.0,"Mithai, North Indian, South Indian, Street Food"
120767,New Panna Sweets,India,Chandigarh,1778,3.9,"Street Food, Chinese, Fast Food, Mithai, North Indian, Burger, Desserts, Pizza"
18694731,DND - Daily Nutritional Diet,India,Mohali,586,4.5,"Healthy Food, Salad"
122418,Burger King,India,Chandigarh,1174,4.1,"Burger, Fast Food"
120999,Jalandhar Sweets,India,Chandigarh,1319,4.0,"South Indian, North Indian, Chinese, Mithai"
121425,Super Donuts,India,Chandigarh,1335,4.4,"Desserts, Burger, Fast Food"
124158,The Hedgehog Café,India,Chandigarh,1031,4.5,"Cafe, Italian, American, Continental"
123043,Khalsa Dhaba,India,Mohali,1094,3.9,"North Indian, South Indian, Chinese"
18609823,Falcon Cafe Lounge,India,Panchkula,1589,4.6,Cafe
122653,Food@U,India,Chandigarh,2129,4.2,"North Indian, Chinese, South Indian, Rolls"
120554,Books N Brew,India,Chandigarh,1108,3.7,"Cafe, Fast Food, Italian, Chinese"
122875,Tossin Pizza,India,Chandigarh,846,4.2,"Pizza, Italian"
123191,CAFÈ JC's,India,Chandigarh,1277,4.4,"Continental, Cafe, North Indian, Chinese, American"
130309,Purple Martini,India,Goa,1507,4.8,"Continental, Seafood, Italian, Mediterranean, North Indian"
130409,Baba Au Rhum,India,Goa,1282,4.6,"Italian, French, Cafe"
16512333,Britto's Bar & Restaurant,India,Goa,3900,4.3,"Chinese, Continental, Goan, North Indian, Seafood"
16524239,Bay 15,India,Goa,369,4.4,"Thai, Chinese, Indian, Goan, North Indian, Italian, Mediterranean, Seafood"
130535,The Fisherman's Wharf,India,Goa,1427,4.7,"Seafood, Goan, North Indian, Continental, Asian"
18685303,The Fisherman's Wharf,India,Goa,882,4.6,"Seafood, Goan, North Indian, Continental, Asian"
130427,Artjuna,India,Goa,579,4.4,"Healthy Food, Mediterranean, Cafe, Israeli, Lebanese"
18601542,The Lazy Goose,India,Goa,783,4.6,"Seafood, Goan, Continental"
130888,The Black Sheep Bistro,India,Goa,1850,4.7,"Seafood, Continental, European, German"
18555916,Tio Tilly's Bar & Kitchen,India,Goa,560,4.4,"Continental, Finger Food, Burger, Pizza"
16519168,Martin's Corner,India,Goa,2226,4.6,"Goan, Seafood, Chinese, North Indian"
16512336,Fat Fish,India,Goa,1957,4.2,"North Indian, Continental, Goan"
130230,Curlies,India,Goa,2816,3.8,"Continental, North Indian, Italian, Seafood, Goan"
16525595,Cafe Cotinga,India,Goa,513,4.4,"Continental, North Indian, Bakery"
18232814,Kokni Kanteen,India,Goa,839,4.6,Goan
16541849,The Fisherman's Wharf,India,Goa,1197,4.5,"Seafood, Goan, North Indian, Continental, Asian"
130567,Souza Lobo,India,Goa,1548,4.3,"Chinese, Continental, Goan, Finger Food, North Indian"
130430,Co Co Mo,India,Goa,232,4.4,"North Indian, Chinese, Goan, Russian, Italian"
16519268,La Plage,India,Goa,545,4.4,"Seafood, French"
18558647,Navtara Veg Restaurant,India,Goa,583,4.5,"South Indian, North Indian, Chinese, Mughlai"
1400382,Shree Gurukripa,India,Indore,1750,4.2,North Indian
1400038,Apna Sweets,India,Indore,1331,4.2,"Mithai, North Indian, South Indian, Beverages"
18715348,The Monroe,India,Indore,647,4.4,"Italian, Chinese, North Indian"
1402185,Shree Gurukripa,India,Indore,1270,4.1,North Indian
1400208,Apna Sweets,India,Indore,1387,4.1,"Mithai, North Indian, South Indian, Beverages"
1401685,Dutt Guru Kripa,India,Indore,1138,4.0,"North Indian, Fast Food"
18675443,Sagar Gaire,India,Indore,2857,4.1,"South Indian, North Indian, Fast Food"
1400574,Hotel Rajhans,India,Indore,1788,3.8,North Indian
1400056,Nafees Restaurant,India,Indore,2819,4.2,"North Indian, Mughlai"
18713037,Tic Tac Toe,India,Indore,354,4.5,"North Indian, Chinese, Fast Food"
1401724,Hotel Guru Kripa Avenue,India,Indore,1147,4.0,North Indian
18254231,Oye24,India,Indore,1370,4.0,"North Indian, Chinese"
1400287,Madhuram Sweets,India,Indore,584,4.1,"South Indian, Fast Food, Mithai"
1401774,Banana Leaf,India,Indore,751,4.3,"South Indian, North Indian"
18684400,Little Monk,India,Indore,381,4.2,"North Indian, Italian, Chinese, Mughlai"
1400310,Vijay Chaat House,India,Indore,561,4.5,"Mithai, Street Food"
1400311,Apna Sweets,India,Indore,1634,3.9,"Mithai, North Indian, South Indian, Beverages"
18395137,Just My Bakes,India,Indore,716,4.1,"Cafe, North Indian"
1402252,Mustang - Hotel Somdeep Palace,India,Indore,1109,4.8,"North Indian, Chinese"
18601095,Indore Kitchen - Indore Marriott Hotel,India,Indore,534,4.4,"North Indian, Italian, Asian, Fast Food"
18746380,Domino's,India,Gangtok,53,3.2,"Pizza, Fast Food"
18746904,Baker's Cafe,India,Gangtok,53,3.4,"Cafe, Bakery"
16500301,The Dragon Wok,India,Gangtok,36,3.3,Chinese
18746039,Osm Restaurant,India,Gangtok,65,3.5,"North Indian, Continental, Chinese"
18746176,Taste of Tibet,India,Gangtok,39,3.4,"Tibetan, Chinese"
18746050,Osm Lounge,India,Gangtok,16,3.3,Finger Food
16500332,Nimtho,India,Gangtok,31,3.6,"Tibetan, Nepalese"
18746004,Bonfire ,India,Gangtok,24,3.4,"Tibetan, North Indian, Fast Food, Chinese"
16500309,Roll House,India,Gangtok,29,3.3,Fast Food
16500300,The Local Cafe,India,Gangtok,34,3.5,"Tibetan, Italian"
18746148,Chopstick,India,Gangtok,22,3.5,Chinese
18746007,Parivar,India,Gangtok,18,3.2,"South Indian, Chinese, North Indian"
18922563,Domino's Pizza,India,Gangtok,12,3.2,"Pizza, Fast Food"
18746062,Cafe Live & Loud ,India,Gangtok,22,3.3,"North Indian, Continental, Chinese"
18746689,Baker's Cafe,India,Gangtok,15,3.4,"Cafe, Bakery"
16500321,Momo King ,India,Gangtok,15,3.3,"Nepalese, Chinese"
16500330,Khan Uncle's Biryani House,India,Gangtok,24,3.4,"Fast Food, Biryani, Chinese"
16500333,Nimtho,India,Gangtok,14,3.2,"Tibetan, Nepalese"
16500304,Thakali,India,Gangtok,10,3.2,Nepalese
18983524,Mehfill- Resto Bar,India,Gangtok,3,0.0,North Indian
18629821,Sula Vineyards,India,Nashik,228,4.7,"Cafe, Pizza, North Indian"
1600099,Kokni Darbar,India,Nashik,938,4.2,"Fast Food, Chinese, Mughlai"
1600067,Al Arabian Express,India,Nashik,689,4.4,Mughlai
1600136,Dairy Don,India,Nashik,342,4.5,Ice Cream
18585945,The Foundry- Industrial Bar & Sport,India,Nashik,212,4.6,"Continental, Italian, American"
18839989,Samarth Juice Center,India,Nashik,306,4.3,"Beverages, Juices"
